Lambda,dvdl,#Frame,D248_chi1,D248_chi2,V249_chi1,V249_chi2,N250_chi1,N250_chi2,T251_chi1,S272_chi1,S285_chi1,R286_chi1,R286_chi2,R286_chi3,R286_chi4,R286_chi5,S287_chi1,D290_chi1,D290_chi2,F291_chi1,F291_chi2,T292_chi1,weight_dvdl
2,-56.0258,37580.0,69.3244,-164.398,164.9828,128.3297,64.4168,33.5367,47.5144,168.6333,-58.7624,58.2275,58.2076,165.561,-147.7254,0.3091,44.8682,175.3599,131.9365,66.7616,51.601,166.1427,-2.9956995259999997
2,-24.8473,37581.0,74.6537,-164.0934,170.7164,120.0568,71.0817,-1.3478,77.7617,165.1897,-63.3238,53.5004,62.9986,-170.7088,-137.8094,-10.0177,54.4868,-169.3207,89.7471,75.4556,33.1928,159.5628,-1.3285851309999999
2,-38.2719,37582.0,52.7516,177.6251,177.0361,125.8413,66.938,-6.5557,64.8476,146.3833,-61.4253,52.8439,77.2526,-174.3945,-126.785,-14.0178,42.0481,-162.5173,126.9739,64.6326,53.1738,173.7934,-2.046398493
2,-34.2563,37583.0,73.8654,170.9174,172.9889,125.8704,71.4425,15.1388,58.5814,-171.6036,-73.961,58.5876,59.3692,-174.4257,-162.0798,3.6012,67.9683,174.4504,116.6166,65.0594,37.6807,178.1921,-1.831684361
2,-67.1282,37584.0,54.7973,-159.0715,173.1148,131.2747,74.9328,81.107,69.7615,173.2054,-82.2111,53.2907,81.9847,-155.6982,-160.0328,15.9703,59.88,168.5469,146.4972,59.1376,49.3383,179.7278,-3.589344854
2,-41.2837,37585.0,53.3963,160.8241,175.9925,117.7944,74.0462,-13.433,65.6935,163.4902,-46.2755,50.7157,60.3468,178.37,169.7118,11.3832,61.0828,163.9221,51.1875,64.5095,59.7213,146.7673,-2.207439439
2,-38.420300000000005,37586.0,55.1455,169.7995,161.3805,125.1994,61.8193,6.7958,39.8815,165.4448,-69.5061,52.3088,69.4365,-159.6982,-148.7512,-14.9039,57.9763,154.9807,178.0162,60.2919,41.2289,175.0345,-2.0543334410000003
2,-33.1902,37587.0,57.547,-164.3724,166.1914,116.8185,72.88,-0.8916,48.0145,164.4469,-60.7772,71.4307,69.3722,169.6045,168.9885,5.0167,72.8543,175.1796,115.6268,59.2032,46.0911,137.2549,-1.7746799939999998
2,-45.2465,37588.0,77.6993,160.1173,162.9958,127.9599,76.4531,-1.5181,42.6915,167.9157,-52.8129,60.6882,66.8808,176.3543,-138.3325,-10.7385,63.2804,-179.1915,94.5723,61.713,49.3427,43.0077,-2.4193303549999996
2,-43.3847,37589.0,47.9502,-167.1326,158.1467,122.2744,67.948,15.0941,52.728,177.5145,-86.2062,64.0664,89.319,-168.7251,-168.6404,-5.1157,48.1783,-146.4261,35.0332,56.1407,50.0344,51.3688,-2.319779909
2,-40.45830000000001,37590.0,64.7537,171.2139,-173.1957,122.984,71.7571,-113.7474,71.6138,168.3045,-58.1375,54.8947,94.1251,-176.2474,-173.6556,3.3978,67.2147,-161.4982,59.1073,57.7725,58.7537,67.6179,-2.1633053010000003
2,-33.0339,37591.0,75.3254,-174.8899,-178.7569,120.9493,66.3282,36.6019,62.8404,169.2325,-66.852,53.7532,66.0685,176.8859,-141.0629,9.4201,54.0019,-178.0642,92.4218,60.2869,46.436,53.5664,-1.7663226330000001
2,-27.292900000000003,37592.0,48.7392,-91.6024,171.1051,131.4147,60.2746,52.4228,45.5365,-174.6761,-44.1577,62.7412,58.9596,-164.9975,-124.8785,-2.347,66.5259,160.8991,106.9939,66.1319,26.4111,67.2148,-1.4593513630000001
2,-28.1206,37593.0,58.9369,-44.6531,172.4615,121.2491,64.8581,54.4592,54.7716,157.7894,-60.9001,62.5879,65.863,-168.4478,-163.9299,7.5679,51.9567,-176.2735,131.5646,53.5695,57.8936,73.12,-1.503608482
2,-30.8511,37594.0,74.86,-8.865,178.1086,126.3436,84.578,107.0514,60.2498,164.1833,-53.096,58.9387,70.3412,-166.1122,-160.02,8.9751,59.9097,174.0907,143.0186,65.5569,39.8536,59.8227,-1.6496083169999998
2,-26.6994,37595.0,70.6315,-6.1835,-179.679,123.2676,65.0423,35.5141,69.0076,166.5602,-74.4729,68.1581,65.7402,-171.9811,-159.0725,5.5979,45.1112,-177.6388,106.3576,55.1037,49.8168,55.7344,-1.427616918
2,-38.8732,37596.0,58.7934,-14.6196,172.2571,125.2593,68.1467,37.5108,39.1805,160.7967,-73.3478,50.2311,71.2683,-166.861,-150.6849,-6.8291,54.86,167.7742,123.114,63.4234,33.9685,56.2966,-2.078550004
2,-39.1162,37597.0,47.9774,11.4512,-169.4755,124.9803,60.1698,35.402,87.6198,-179.9461,56.5124,62.1704,80.6093,179.5683,-154.3317,-2.5982,73.4989,168.5257,147.7131,67.4779,52.051,61.947,-2.0915432139999997
2,-37.0099,37598.0,48.6853,11.64,179.7547,130.8027,40.0656,64.534,52.6856,-179.0357,48.9238,59.1284,75.2428,-163.9117,-147.8131,-13.3317,66.5365,174.8159,-14.1412,58.8006,42.6903,74.8492,-1.978919353
2,-39.7822,37599.0,57.6249,-3.9897,-179.4606,123.956,58.8128,83.1407,66.1397,164.3271,60.6808,70.8298,53.4939,177.6281,-95.6239,9.705,64.8984,172.1044,15.9287,59.6222,46.7184,76.5819,-2.1271542340000003
2,-48.75220000000001,37600.0,45.1728,18.0712,174.3982,136.2499,70.6863,34.8031,48.3537,176.8599,58.7873,53.2984,81.1904,170.5321,141.5815,7.3976,61.3246,179.8902,29.6224,56.7281,48.8723,54.2583,-2.6067801340000005
2,-43.065000000000005,37601.0,57.4647,11.4328,174.318,123.3519,63.2961,48.3855,-3.9907,176.4858,62.5949,55.1541,71.5514,-170.3662,-139.0155,13.747,91.0052,166.0752,27.0648,69.7465,20.8096,69.7496,-2.30268555
2,-39.7882,37602.0,52.1532,5.3079,169.3389,124.4941,75.1794,31.2941,78.7142,176.9967,73.465,67.9211,-179.6491,173.807,101.4505,-5.7091,74.1601,175.3363,8.1163,61.9816,41.019,62.635,-2.127475054
2,-39.04740000000001,37603.0,36.8487,13.1827,179.7803,119.3964,60.7035,18.8107,79.4182,165.9229,64.8776,60.7813,59.5644,-166.1556,-116.4865,-2.5785,81.4711,165.7844,16.5642,65.1884,50.558,58.2545,-2.0878644780000006
2,-35.6252,37604.0,48.1166,-26.037,177.2576,128.9101,71.8618,69.0996,67.7573,178.5792,64.409,56.5203,76.5858,-175.2933,-164.2833,13.0977,73.4221,-171.6959,-14.4255,63.8512,54.0819,63.1742,-1.9048794439999999
2,-32.3059,37605.0,77.1189,-22.2447,177.981,130.5977,67.5066,35.7939,79.106,-179.9984,48.9259,57.3648,66.6055,-175.7315,-168.2494,17.5388,70.4015,174.3619,4.2212,51.2468,62.3983,71.2503,-1.727396473
2,-31.8478,37606.0,60.465,8.4588,165.0309,129.3723,64.7787,29.8058,52.3445,-174.2418,52.2836,49.792,73.4469,-167.307,-154.3216,1.3542,68.8571,-178.1538,-2.3548,52.6582,60.5358,65.6573,-1.702901866
2,-49.38590000000001,37607.0,62.5345,-19.0882,-179.7565,123.1276,81.3458,113.0057,48.6353,173.7022,46.3325,57.6805,69.6089,179.2637,-161.4664,5.3305,39.6771,-176.938,-13.1276,59.5518,47.5933,66.8815,-2.6406640730000004
2,-48.80740000000001,37608.0,57.3997,-18.8874,166.8355,125.1596,64.8708,-20.0167,50.2866,-179.823,51.2387,65.3297,47.9435,175.2942,-133.1263,-13.5232,59.9784,164.8173,25.3462,63.367,51.9143,74.4573,-2.609731678
2,-42.4264,37609.0,84.3199,-14.1836,164.6937,122.6398,77.0185,27.5736,43.9379,174.374,64.6283,55.709,62.3429,174.9211,-157.3851,9.019,75.9145,166.5261,-64.2949,60.797,57.2929,81.7238,-2.2685396079999998
2,-41.6341,37610.0,66.5439,26.3461,172.382,125.0742,69.6306,80.0073,44.1624,-174.0943,47.8625,55.9306,82.7566,-176.7812,-170.2827,1.8666,49.5283,-169.5867,-41.0987,66.6391,51.601,64.2405,-2.2261753269999995
2,-28.817100000000003,37611.0,51.0736,51.7066,155.9668,126.2392,65.8848,6.5769,40.0607,-175.3191,69.2835,55.9198,53.854,166.1783,-127.0033,19.3711,58.4207,-161.3778,-10.0918,52.2245,54.3127,62.802,-1.5408503370000002
2,-47.3372,37612.0,52.7696,16.1887,167.0746,125.0438,75.2722,-67.4426,67.4839,157.361,55.5307,61.793,76.1825,-170.387,176.1313,-19.4101,60.8481,-168.1522,144.1517,57.3954,58.611,58.5829,-2.531120084
2,-40.0923,37613.0,62.8804,44.7387,153.2118,122.7697,62.9196,37.9164,59.7083,171.153,-73.3856,52.6053,77.2916,174.348,-174.8003,4.5819,63.1336,-176.3335,115.4545,57.3351,45.9288,53.6957,-2.143735281
2,-23.6569,37614.0,68.7564,126.5185,166.7386,131.7733,55.6495,31.5286,53.3984,-172.1828,-81.3912,62.5684,62.8467,177.6096,159.3069,9.94,57.8407,178.8332,134.5492,48.2379,70.7706,56.911,-1.264934443
2,-44.6199,37615.0,50.8661,89.7455,178.9955,131.8743,74.0604,28.143,57.4103,177.1988,-62.1921,59.9947,85.9811,-176.668,168.8916,10.0559,73.4818,-175.539,131.1346,63.6667,59.7164,55.0127,-2.3858260529999997
2,-32.7387,37616.0,66.2572,7.2192,169.0121,125.9833,59.9448,54.5277,46.5126,170.5921,-47.0203,51.3705,61.0823,176.2019,-163.7603,1.7182,61.1936,-172.8647,122.0464,58.7179,47.3744,59.5572,-1.750538289
2,-29.997,37617.0,41.7783,113.4243,172.6592,128.079,65.0211,46.5786,71.7861,178.1952,-52.2568,62.6182,62.0902,174.214,175.3981,9.1193,68.6158,176.4033,123.3448,72.3807,50.7408,60.7779,-1.60393959
2,-37.9981,37618.0,51.3633,-8.2474,160.7455,133.8854,67.2192,23.1117,71.4499,174.38,-53.4585,47.8666,67.7182,175.446,-95.3095,-2.5475,79.2293,-175.3963,75.9065,63.8335,41.4027,70.1304,-2.031758407
2,-39.2747,37619.0,49.0744,-22.8462,-169.2072,121.7411,61.3602,44.4459,62.752,178.512,-52.1773,56.0861,73.9587,-166.4803,-124.8538,-6.3225,65.498,159.84,85.1692,64.1452,39.0299,83.1097,-2.100018209
2,-39.3904,37620.0,45.3761,19.2354,172.7461,122.9812,59.9655,57.1653,41.4071,165.3364,-62.5909,60.8217,87.5533,-168.2783,-159.1955,-2.8016,60.8293,-178.9296,79.0803,69.2937,24.8478,59.763,-2.106204688
2,-50.0243,37621.0,55.0844,15.432,172.7499,130.0377,67.8557,8.0015,-36.5301,174.5922,-59.0452,64.1736,72.6363,-177.9634,-144.3385,-2.3839,60.6837,-173.858,70.1478,61.2277,50.4148,32.5693,-2.6747993209999996
2,-38.3274,37622.0,65.1713,-9.1593,171.5539,121.37,70.5575,-17.7711,2.7651,159.7994,-62.9771,67.9355,75.674,-170.1779,-129.5557,-31.7471,45.2912,176.9779,22.8789,73.6978,35.5897,72.9121,-2.049366078
2,-47.139500000000005,37623.0,65.3575,-19.5434,167.3533,129.3638,70.3657,-112.1202,52.584,174.6308,-59.406,56.8237,82.9913,179.3066,-137.6756,10.0795,56.9364,169.2274,-14.7122,82.2743,5.7977,63.167,-2.520549065
2,-50.1987,37624.0,61.673,-17.219,158.0325,123.4527,64.6461,-128.2579,45.9374,174.7286,-63.227,57.7791,71.9116,-165.2687,-157.8116,-2.8286,49.645,-170.742,-50.0086,56.3015,59.8082,38.63,-2.684124489
2,-38.1281,37625.0,62.4651,-16.2896,178.4142,118.5462,59.169,-106.1716,69.0354,161.6833,-46.0206,64.8976,80.6321,-164.5068,-152.0759,2.9811,64.0955,-174.0979,-101.546,72.1198,41.2514,62.2485,-2.038709507
2,-51.2828,37626.0,61.9429,17.6825,173.1792,128.0097,78.9854,108.9229,62.4933,164.2853,-63.1977,54.2935,67.3172,-175.8646,-123.1307,3.7893,75.1288,177.7424,-46.9847,73.1183,28.2921,72.2611,-2.742091316
2,-39.7512,37627.0,65.233,2.6126,172.7899,129.9644,52.4253,45.7751,53.0563,176.7136,-56.3957,63.0338,67.1168,-171.0505,-163.1717,-10.3548,64.3758,171.0312,-3.8343,71.4102,48.5322,53.557,-2.125496664
2,-33.874,37628.0,42.3386,44.4426,165.9385,128.0923,61.7946,95.0489,24.459,169.7665,-59.9759,61.4358,75.6493,-178.9086,-156.8132,12.1359,67.3449,171.7739,2.4105,72.8193,25.6548,80.7068,-1.81124278
2,-28.4883,37629.0,64.1675,-2.8166,-176.3844,126.4998,80.2691,125.5095,32.3421,-176.0407,-64.9418,62.4609,59.9429,177.7717,-154.1453,19.7776,63.3125,-158.2847,-97.8328,63.0232,40.0004,63.2804,-1.5232694009999999
2,-31.387600000000003,37630.0,48.9092,28.6576,172.8395,128.1703,73.9478,-0.2585,73.4893,156.971,-61.9638,65.8845,72.478,-168.6353,-158.9323,-5.7809,76.4293,-162.3383,-110.1091,73.6598,43.7183,52.3323,-1.678294972
2,-36.7181,37631.0,61.7018,-4.265,175.3954,119.981,76.589,-86.7302,30.684,156.682,-61.4836,70.0539,65.2766,-170.4321,-125.3236,-21.8325,63.3607,-172.6843,-105.1514,86.642,8.4962,58.9656,-1.9633168069999998
2,-41.6239,37632.0,49.6988,30.687,-176.8342,116.3913,75.3654,15.2022,67.8493,157.8351,-63.8408,64.0798,64.7989,-165.3446,-149.2457,-6.4081,69.453,164.7106,-122.9253,69.0583,41.1784,54.2216,-2.225629933
2,-37.1118,37633.0,50.4974,-9.929,175.319,132.1243,64.3698,19.3119,51.8252,169.3243,-60.6629,58.6552,68.1806,-169.8933,-135.8867,11.1798,51.7397,173.8836,-131.3672,68.971,41.3918,75.6378,-1.984367946
2,-50.171,37634.0,59.3211,22.8804,-173.9644,129.2477,70.0465,33.9807,81.7518,172.0603,-67.8842,76.9235,56.7865,-160.2159,-143.8155,-2.6824,58.4427,-179.2969,-163.4461,63.515,40.9893,64.9171,-2.6826433699999996
2,-34.0973,37635.0,42.8738,58.4761,176.4301,129.2743,66.5276,34.4457,57.969,167.3419,-47.2347,65.9923,63.5632,-165.7751,-125.6936,-17.5222,58.0849,174.284,-151.5872,72.2779,38.2882,76.351,-1.8231826309999997
2,-37.0003,37636.0,44.5244,25.1703,-175.4834,127.4766,59.7192,43.9906,69.5188,168.9632,-66.294,64.5566,68.5652,176.3987,-148.4161,7.916,67.3411,173.9106,-94.1133,58.9324,55.035,70.8138,-1.978406041
2,-55.67430000000001,37637.0,68.2934,-0.7035,172.9493,123.0714,71.1396,38.6904,54.2021,-179.6623,-56.6048,50.995,66.11,-170.6756,-139.5859,-18.2288,64.6992,-178.5962,-128.5847,60.046,59.9866,44.928,-2.976904821
2,-38.1303,37638.0,47.4083,15.8289,174.6708,121.9663,83.0144,91.7667,54.5235,158.1809,-68.7297,50.8456,92.2993,-171.4051,-173.688,-0.3175,59.8308,170.5886,-128.6551,78.3666,18.4846,55.8113,-2.0388271409999996
2,-28.5613,37639.0,69.9777,10.6986,179.2231,134.3179,60.4364,60.6823,41.5103,158.2582,-64.6994,50.1641,60.5484,174.5447,-134.1499,11.7783,57.243,-164.4082,142.7008,53.5649,60.3646,61.3322,-1.527172711
2,-41.9056,37640.0,64.2827,3.846,-178.8647,126.224,61.034,36.923,45.3641,172.2651,-55.6145,67.0367,57.1204,-169.1619,-109.6929,-18.9642,61.581,-172.4709,144.8846,70.5435,30.3028,85.2484,-2.240692432
2,-28.7141,37641.0,69.3405,18.2575,171.2519,121.5286,55.9601,9.0328,50.1139,-173.29,-52.3117,59.6422,54.7287,-172.5534,-128.8162,-10.13,74.6779,-179.4874,26.2755,70.7124,40.0408,59.0258,-1.5353429269999999
2,-32.6694,37642.0,62.817,-9.6968,175.3627,126.9663,80.1403,7.8021,76.2999,179.5206,-68.503,59.0823,68.8811,-164.1683,-154.0552,-3.6048,53.0792,177.7707,-49.3998,50.2597,46.6733,53.6095,-1.7468328180000001
2,-34.4647,37643.0,62.2831,7.4756,162.3394,134.5568,63.925,22.3109,64.0211,176.0337,-54.2794,45.1465,66.6446,165.3137,-146.294,13.6445,55.5331,171.2837,27.8064,66.1627,50.1904,52.2197,-1.842827509
2,-42.69,37644.0,56.9393,-3.5205,172.9958,130.9244,80.9822,21.3807,40.4908,167.498,-59.3708,56.4981,60.0184,-177.2575,-148.0617,-1.4303,67.7603,177.6308,65.0724,55.3498,45.7434,59.864,-2.2826343
2,-35.1541,37645.0,54.4036,29.9275,163.5493,126.5545,68.2091,-12.6262,78.1116,-178.9785,-61.9963,47.9628,71.0313,168.6301,-177.2908,-1.673,39.7859,164.5686,85.0355,69.7003,47.2466,68.3128,-1.879689727
2,-32.5201,37646.0,42.7618,41.3436,176.2254,128.0614,53.506,-125.3198,22.8868,169.8442,-48.2018,54.2748,69.1588,-163.51,-163.4006,-4.3121,59.1393,173.4407,68.3251,63.1212,49.1542,72.0323,-1.738849747
2,-30.4412,37647.0,67.3701,10.7846,176.8912,126.8662,50.5383,-118.2083,37.3587,163.2653,-66.584,55.0745,62.3449,-171.293,-137.9673,-10.6895,59.0174,179.2628,69.7227,72.9383,40.2063,66.9769,-1.627690964
2,-41.808,37648.0,39.8591,28.0767,165.4722,133.6445,69.9901,-21.7892,49.3818,168.7716,-67.6995,51.9023,84.6598,179.6753,-163.4833,0.3216,51.48,-177.1587,46.9395,57.8778,46.1302,52.685,-2.2354737599999996
2,-44.9639,37649.0,60.9458,0.3408,172.3223,123.6756,58.1199,25.1901,39.6558,169.2364,-59.5827,50.3261,75.5038,-175.2933,-159.3737,4.6471,62.7207,-160.4316,-8.5646,63.4783,37.8054,53.7504,-2.404219733
2,-44.1387,37650.0,55.5666,2.8901,156.2397,126.7805,51.1652,49.228,73.0323,-168.2699,-58.9034,45.3178,63.1317,92.4009,173.5437,0.2332,59.039,-170.7133,-102.4115,64.5187,49.0534,59.2966,-2.360096289
2,-43.4597,37651.0,50.2091,23.9978,154.8343,124.9146,57.1383,-109.5284,19.6886,172.0269,-74.8451,55.2379,91.5279,177.6296,154.6547,-3.5899,47.3594,178.1156,-150.8217,77.3465,24.7652,61.4188,-2.3237901589999996
2,-35.4083,37652.0,54.8934,31.8265,172.0876,122.0017,59.3517,9.2276,-35.5013,175.6904,-60.7316,56.6429,70.2189,-179.4761,-168.9115,4.451,53.7902,163.8304,-129.4583,64.0634,40.3117,73.7067,-1.8932818009999997
2,-57.21510000000001,37653.0,61.1131,-21.7674,176.0592,125.8652,71.9516,-38.1525,54.5714,-159.9708,-56.9558,69.286,73.8633,-171.3178,-161.7151,6.9603,69.941,-164.1099,-114.289,69.2013,49.9856,82.1596,-3.059291397
2,-23.3999,37654.0,62.4517,-11.562,175.4118,128.617,50.3732,41.7943,41.109,171.2249,-57.5959,51.4711,77.0915,-176.0075,-169.3687,-6.3932,170.9259,-175.343,-149.8046,63.0742,24.0071,62.0851,-1.251192653
2,-59.2906,37655.0,45.5673,25.9373,155.5316,130.468,65.6011,30.8379,58.8129,56.5343,-68.854,62.8529,91.2366,-163.8018,-132.2016,4.5496,-172.9266,174.2275,-100.5619,78.9894,25.9864,56.5805,-3.1702683819999997
2,-24.4735,37656.0,59.2982,-9.8648,159.9526,128.5429,73.892,41.3486,59.6513,59.8211,-68.315,56.4288,62.5175,-165.7442,-169.297,-22.6533,54.9206,169.3483,-123.8736,68.1144,51.6263,47.2616,-1.308598045
2,-38.8966,37657.0,54.5462,12.6382,173.1261,126.3157,49.9275,34.9122,37.0139,81.853,-64.3818,57.8415,67.1905,-176.083,-179.083,13.1294,69.5988,177.5686,-122.9406,62.6851,54.3738,49.6873,-2.0798012019999996
2,-36.6656,37658.0,56.2909,11.5171,171.1086,124.4644,62.3413,51.5735,42.7346,63.6713,-70.2168,51.6269,71.1571,179.6848,-175.2668,13.9428,76.8263,177.6981,-115.3321,45.919,68.1473,45.1663,-1.9605096319999997
2,-36.3512,37659.0,54.4821,1.3703,150.3367,132.2603,59.0693,37.0306,64.3069,68.3445,-80.9451,64.5467,63.0904,171.3513,141.9854,-1.9757,47.0905,-174.8143,-133.6757,72.2352,50.3839,59.0558,-1.9436986639999998
2,-25.1259,37660.0,52.8815,25.2512,172.4883,124.8517,75.4122,27.857,57.1657,79.0295,-51.4603,60.1409,73.6679,170.8975,72.8621,0.7285,63.2847,-176.6755,-105.367,56.1025,36.574,59.1361,-1.343481873
2,-31.9888,37661.0,58.8511,16.6592,163.5787,123.8757,82.2518,14.6544,32.2977,58.4766,-77.2985,46.5141,75.7503,-176.9454,101.7457,27.2325,54.913,-168.2751,-123.084,57.3098,39.267,46.7184,-1.710441136
2,-40.5061,37662.0,73.974,-39.2119,-176.216,120.8133,67.3374,42.1224,69.8089,67.297,-75.5772,59.8895,70.0244,-175.7555,90.2128,19.7704,72.3491,-170.1921,-110.435,57.5794,53.8124,56.271,-2.165861167
2,-26.3453,37663.0,53.5593,14.0523,165.7871,125.8253,70.6954,45.0971,47.7722,71.3457,-63.9548,46.6044,69.5429,-172.8949,-153.2425,-3.5094,60.7163,-169.0341,-118.3831,55.9396,39.9936,63.3549,-1.408683191
2,-32.4056,37664.0,60.3956,5.84,163.6194,130.9953,68.3832,56.6962,72.7119,94.0535,-35.9053,55.9641,66.7862,-173.929,169.4911,26.4502,70.6525,-178.1356,-78.0192,66.6887,48.3969,58.2643,-1.732727432
2,-36.5235,37665.0,53.5416,18.4051,164.9485,125.6351,63.6137,-120.1926,56.6432,80.3415,-60.1105,51.6249,51.7287,171.6058,-166.0553,-3.9026,63.0735,164.0358,-121.5235,62.1894,47.558,71.6204,-1.9529115449999999
2,-35.0064,37666.0,51.5563,19.8163,168.7694,131.6068,64.6886,-102.2456,48.7799,63.2168,-59.8686,60.4767,66.8518,170.4625,171.36,2.4968,71.4894,178.6144,104.4543,58.1326,59.6155,51.6017,-1.8717922079999998
2,-34.7915,37667.0,62.3552,23.6744,168.1985,129.4785,63.8152,-107.7742,55.6261,77.9395,-50.8159,60.6597,70.1989,168.8078,169.3325,17.4465,66.1282,-175.5059,126.3512,71.6028,55.3011,61.1573,-1.8603015049999998
2,-26.7812,37668.0,53.2904,53.7021,177.0169,126.7876,96.7092,-116.7797,57.1169,54.9711,-67.6695,54.2263,59.5802,168.6228,-168.7398,2.5714,43.2244,-160.5991,26.938,61.5373,53.5155,45.596,-1.4319907639999998
2,-35.2363,37669.0,44.4782,37.8245,-179.5144,116.8429,75.8902,-74.6302,49.7644,66.8742,-71.8097,44.1693,75.2546,-171.9675,-146.5521,-11.328,72.8094,169.7955,13.614,61.6062,32.4001,66.8072,-1.884084961
2,-36.9223,37670.0,53.3256,-0.9534,177.4836,122.357,86.8296,56.625,27.8693,44.8863,-49.3262,61.5475,79.6673,-175.0731,-144.9159,-2.1051,43.3747,-171.5401,-11.7325,75.0186,35.1692,63.1516,-1.974235381
2,-43.174400000000006,37671.0,58.1534,4.0233,161.5008,128.2705,64.7933,40.3861,46.8113,70.9846,-68.3576,62.6815,66.0626,-179.9784,-148.5594,6.6621,74.8696,-177.3414,-55.8091,52.7815,61.6589,57.9551,-2.308535168
2,-35.7097,37672.0,55.641,-2.4798,171.2255,125.9827,63.0772,46.7399,62.2211,65.4146,-55.6393,61.0922,77.2681,-163.0328,-153.2145,7.1115,53.7507,179.8613,-72.4736,64.405,45.6739,54.6682,-1.9093976589999997
2,-52.0354,37673.0,68.3774,11.8228,172.0822,134.2647,48.5224,24.5382,78.917,65.976,-63.5503,73.1033,61.7849,-177.801,-136.8038,-9.1356,81.8618,-179.2013,-60.2414,62.7558,50.1768,58.4928,-2.782332838
2,-30.847100000000005,37674.0,58.882,4.6653,153.114,129.2666,73.843,42.8961,48.0285,59.7882,-52.3566,62.7453,156.4077,178.2647,70.6327,13.0014,83.974,-167.406,2.2056,73.0294,20.6783,61.0638,-1.6493944370000002
2,-48.818900000000006,37675.0,63.4682,10.6562,151.3296,125.8221,87.3037,29.5285,36.2113,45.1577,-67.9492,51.2643,157.4242,-175.4337,96.1557,15.7583,54.9454,176.2335,-29.0347,80.4402,23.2731,80.0958,-2.610346583
2,-33.4882,37676.0,46.3324,21.1148,160.2319,127.4219,66.6606,30.8039,66.8279,63.5867,-41.0354,75.267,-176.8487,158.3844,95.9864,-13.5137,48.8248,-172.1643,-71.2223,68.7191,40.1153,56.8,-1.7906140539999997
2,-36.2684,37677.0,62.8739,7.5621,164.5441,133.7872,70.2832,13.3155,59.6355,66.7893,-62.3107,62.9104,152.3022,178.3587,61.2341,2.8654,54.392,-167.33,-81.7,57.0458,59.3728,57.8396,-1.939271348
2,-44.4803,37678.0,76.833,-8.4443,176.3961,123.4918,60.0276,-137.2936,62.4987,62.6235,-61.3012,65.2013,-167.0595,-143.8672,-70.9535,-7.1716,49.3833,-158.3648,-90.4204,57.6183,49.1932,75.5308,-2.3783616409999997
2,-37.9037,37679.0,65.6395,21.6119,179.7373,112.8281,68.5608,-91.8856,39.6914,71.0291,-51.9765,82.1422,170.4703,-153.4165,-115.1343,-6.3513,56.8285,173.2954,-47.2987,66.1627,40.6088,44.3698,-2.0267108389999997
2,-29.6133,37680.0,68.2902,-22.9292,166.2949,116.9061,76.4428,-129.6447,47.3941,57.7581,-54.6175,80.5191,167.8856,-168.7872,-144.39,-12.6256,67.0569,173.1355,-54.9583,57.3273,31.09,61.1173,-1.5834231509999999
2,-37.4152,37681.0,56.9573,-26.0824,-176.9885,126.5331,58.0684,-106.2836,58.0795,53.8752,-56.172,34.5373,166.1962,-175.7187,93.6014,-2.3398,58.3169,167.1387,-32.5842,54.3844,55.2577,56.8963,-2.0005907439999997
2,-32.7909,37682.0,56.5055,6.6401,159.397,127.3682,75.463,45.2131,54.5483,57.5881,-65.0669,72.9051,175.4065,173.3455,167.5611,4.3223,48.8101,173.9534,-36.8406,54.4437,55.7903,51.1132,-1.7533294229999998
2,-29.4485,37683.0,57.3168,21.9189,176.938,123.9866,56.4775,40.5954,53.6654,51.7307,-59.6317,58.2348,171.2474,-162.0409,78.2426,-9.0808,72.958,-168.5168,13.6198,59.086,66.7206,50.5899,-1.574611295
2,-24.5893,37684.0,50.0066,36.6597,158.1234,120.66,82.9393,-62.0846,63.9336,49.9978,-56.9617,63.7945,177.1118,-179.69,71.5608,-2.2863,48.1084,-174.6108,-78.1563,69.1629,26.3446,44.5829,-1.3147898709999999
2,-32.178,37685.0,40.8699,57.3175,164.0789,124.432,61.9931,44.5601,52.5524,61.0074,-52.9061,58.1266,150.9366,179.4259,98.6033,-2.0022,46.9316,166.2656,-9.2069,63.8463,55.7717,65.3663,-1.7205576599999997
2,-40.6448,37686.0,44.6127,-15.1825,171.7317,129.0309,70.0774,43.605,60.0381,69.3662,-63.5361,57.5432,179.108,-155.6218,89.3694,1.2343,62.0247,176.9783,-76.8216,68.8192,42.2985,55.0569,-2.1732774559999997
2,-48.4724,37687.0,52.9626,11.4439,156.1376,119.6246,64.5478,48.8819,56.1687,89.346,-72.854,62.4145,179.3588,-166.8636,76.5615,-3.2009,65.6292,176.429,-54.1823,65.2331,37.3499,72.8056,-2.591819228
2,-44.1663,37688.0,43.0899,16.4203,164.3216,125.0373,67.8897,0.7976,52.4397,67.2808,-54.7094,79.0573,-177.9649,174.4076,74.4288,2.0873,55.9735,169.8645,-21.3183,63.8501,47.1615,53.2982,-2.361572061
2,-38.9098,37689.0,44.4936,12.8987,175.8819,121.8861,78.0954,8.1149,57.0819,51.734,-56.6856,53.9495,168.3081,169.8193,97.572,-5.2538,56.3934,174.814,-48.5374,53.5026,55.4179,53.3443,-2.0805070059999995
2,-48.37180000000001,37690.0,59.6569,25.9308,-178.8015,119.4903,68.52,3.9436,50.1567,60.4573,-54.8295,59.3003,72.8283,177.9941,-142.0378,-5.4906,69.0542,-165.7374,-63.6284,76.1413,44.9668,75.8906,-2.586440146
